Date,AL,AK,AZ,AR,CA,CO,CT,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
1982-07-31,53.342303741,76.552843521,56.190961898,58.656868951,42.45818459,43.233053145,42.01057164,41.905598479,58.839465193,47.796941519,47.459577665,53.695939427,42.094245608,49.228321582,50.724912988,57.111915379,49.469643437,70.971953967,38.642926413,46.685462553,28.474553248,37.813055463,45.958050725,58.934805868,50.303764834,48.793631899,54.399083027,63.409039261,39.728767733,38.14944161,58.046709181,35.42777221,45.696171824,54.172838648,45.802602227,81.912895466,41.015907375,46.346396504,34.275186612,50.075084233,48.24559122,51.283539833,68.988911586,47.525719192,41.769088023,44.703258914,36.593777086,54.295805791,42.696552505,67.794219441
1982-08-31,53.394716284,76.828211691,56.220092699,59.231972463,42.256766416,43.529523917,42.087984891,42.09888096,59.518446256,47.476671633,48.213456722,53.949836674,41.832136839,48.542799624,50.243924446,57.337873729,49.571560445,70.685420047,38.507389027,46.700041653,28.644196357,36.715704905,46.044088692,59.068749873,50.490702274,48.60909733,54.42008959,63.474844343,39.798476982,38.076244004,58.217669034,35.555877871,45.541993755,54.090230274,46.745762769,82.574223282,41.268764447,46.315386333,34.374096918,49.749941761,48.76414886,51.488030327,69.598544944,47.765994971,42.099435242,45.138723687,35.765066369,53.902085512,42.534880895,67.5233146
1982-09-30,53.386853185,77.030226125,56.460059491,59.693565586,42.266871136,43.870703952,42.167320643,42.309539357,59.926169646,47.281574191,48.55603851,54.315044313,41.218128488,48.042306033,49.856965071,57.600539922,49.657078122,70.278110212,38.513338951,46.652196713,28.760407595,35.154064248,46.130803135,59.047786334,50.543127529,48.470082836,54.411128425,63.391315428,39.741883003,38.036478958,58.231980997,35.681497324,45.69394557,54.399485188,47.442595762,83.152305012,41.574197536,46.140331957,34.570409597,49.294781586,49.25782519,51.650408653,70.369211543,48.023565985,42.451147795,45.708788897,35.479011233,53.892396172,42.940455036,67.249788108
1982-10-31,53.455909412,77.265748637,56.902682911,60.049190472,42.36156484,44.20030391,42.240240271,42.527585599,59.910114284,47.372358498,48.612225599,54.720602113,40.602114897,48.098926081,49.654143861,57.766971752,49.749010615,69.945415197,38.605269078,46.617878984,28.874556561,33.515771665,46.195700541,59.030436771,50.540420321,48.397070264,54.363505688,63.267344456,39.589890532,38.083982687,58.171697734,35.915614034,46.052330777,55.047780792,47.79940376,83.409782767,41.877958324,46.008938638,34.882911699,48.832830462,49.681990917,51.75952717,70.917761008,48.372216123,42.781753481,46.295251654,35.774644354,54.300101132,43.832466503,67.01118803
1982-11-30,53.625199849,77.620603704,57.501612319,60.36919029,42.537378397,44.443163845,42.308654241,42.762572002,59.535897995,47.7029255,48.560590359,55.067822217,39.992295497,48.766198007,49.646848779,57.820059475,49.850992463,69.913810722,38.774620846,46.655786808,28.987183336,32.936866057,46.225468826,59.134551743,50.616197624,48.39803105,54.283292704,63.109266937,39.416282296,38.276011503,58.150188345,36.245012295,46.389194071,55.925218589,47.883821498,83.126033929,42.111779481,46.050077919,35.312954993,48.736071242,49.987078862,51.782927905,70.961607042,48.808413663,43.061086832,46.867322927,36.431758906,55.070180996,44.784539376,66.852845287
1982-12-31,53.814067398,78.125241104,58.211654026,60.741451301,42.714245887,44.531767953,42.428010275,42.998133124,58.947152799,48.096717102,48.564198169,55.291323692,39.550103353,49.592165297,49.812527927,57.786079418,50.001726953,70.227837683,39.052276418,46.733565148,29.080045443,34.132671552,46.304984489,59.456275835,50.774317158,48.493844141,54.227166336,62.866900259,39.275251079,38.513874061,58.274808877,36.630184709,46.58889493,56.907030478,47.766567633,82.697996973,42.251808491,46.15232041,35.820430298,49.267374667,50.161294422,51.723055747,70.664309506,49.196192672,43.268065781,47.418454941,37.176346767,56.113548181,45.407817362,66.798454368
1983-01-31,53.973323497,78.772304916,58.931541284,61.229200796,42.773613531,44.490050846,42.659832834,43.207993044,58.374509232,48.454696692,48.723552587,55.407360673,39.865859833,50.123507556,50.118393575,57.699341298,50.165887933,70.652302487,39.440511034,46.812346327,29.192783837,35.980713528,46.581930339,60.022214148,50.966197901,48.731835765,54.241491779,62.578675873,39.177045989,38.589000404,58.534527357,37.060418857,46.686851609,57.873244826,47.623990452,82.622833239,42.270669581,46.251505936,36.347040056,50.16509825,50.230131453,51.689183586,70.501984163,49.425504673,43.39610876,47.890105872,37.742525971,57.372697683,45.581409985,66.821601728
1983-02-28,54.120395346,79.54323845,59.52820764,61.821516015,42.793042675,44.377102718,42.982872827,43.398074087,58.127177536,48.76822759,49.077472196,55.475528599,40.80173795,50.271290313,50.508146932,57.660823087,50.247665476,70.923560579,39.929118583,46.925320267,29.365774484,37.15521114,46.984279625,60.720505964,51.178525525,49.138065924,54.357227385,62.321353768,39.149729708,38.608914543,58.748348954,37.403943127,46.766023304,58.751411072,47.650281994,82.936397058,42.163810532,46.545999795,36.846993653,50.998160785,50.233621089,51.797353896,70.670501591,49.530275009,43.470258076,48.306308488,38.059996057,58.784506769,45.494888862,66.814650104
1983-03-31,54.273554514,80.412420759,59.896729327,62.486063394,42.86993347,44.267818356,43.314650655,43.610158018,58.340516369,48.958399439,49.629153759,55.513213727,41.780652277,50.201526898,50.93393576,57.771618074,50.262979309,70.990008956,40.498098127,47.116213492,29.723408202,37.639827665,47.32459819,61.336718463,51.437423027,49.673718857,54.58063129,62.134193172,39.273650114,38.781269914,58.820556049,37.630505069,46.784526551,59.552986101,47.919721788,83.400086343,41.984639616,47.031695666,37.303114128,51.585354714,50.230728941,52.04707844,71.036636878,49.630961206,43.548234936,48.690753701,38.225785935,60.251524896,45.540495871,66.634121993
1983-04-30,54.470046853,81.352173577,59.975550923,63.203050864,43.030046209,44.344798674,43.596912616,43.888342471,58.721784217,49.028488843,50.301554019,55.510503966,42.601971841,50.093323973,51.379330717,58.040374249,50.280665837,71.021207239,41.098586045,47.438234023,30.23366843,37.883027965,47.532452629,61.755110965,51.78288359,50.270613846,54.850429229,62.092241019,39.621104222,39.112343582,58.903624963,37.893745469,46.734208359,60.357998835,48.43387568,83.831203624,41.7874214,47.522006311,37.73030762,51.941695459,50.278283527,52.353327012,71.441695293,49.788178435,43.702711777,48.954502551,38.372100332,61.686852371,45.855851437,66.257418171
1983-05-31,54.756701174,82.335750873,59.740634869,63.934455033,43.179463383,44.670304846,43.876258357,44.2548782,59.080205216,49.160016941,50.969020208,55.481372909,43.148682677,50.085355142,51.818002167,58.3289268,50.361475373,71.212813291,41.675034085,47.92146843,30.743059873,38.121412219,47.655407826,61.975571959,52.207588991,50.868024875,55.118227388,62.229706269,40.16380736,39.576181175,59.166234897,38.314993956,46.796764702,61.241924345,49.106921239,84.294533519,41.617687631,47.955132445,38.173877788,52.176499259,50.415142949,52.700006916,71.775184208,49.984214729,43.979569837,49.072810788,38.562533597,63.073196355,46.211856641,65.792389092
1983-06-30,55.136933135,83.280376444,59.254392991,64.584476965,43.303558458,45.027170655,44.237883564,44.628226805,59.468798532,49.36549552,51.509874572,55.474254433,43.396228633,50.186225523,52.211996278,58.50195901,50.59024383,71.562087483,42.207660986,48.43993327,31.284573259,38.258067134,47.718597099,62.043832061,52.719753753,51.379933919,55.360320619,62.426290375,40.802949317,40.168501031,59.546948113,38.915247256,47.07046481,62.237697224,49.594107912,84.793544347,41.479258336,48.376600813,38.699663128,52.42023539,50.658067728,53.080069879,72.052112979,50.1788387,44.378888649,49.15736961,38.647588314,64.391154374,46.456794042,65.288830741
1983-07-31,55.582007501,84.069977616,58.723243223,65.009006779,43.456873214,45.150801456,44.742123358,44.912106061,59.790368243,49.588203533,51.842408913,55.488416757,43.500487983,50.284622812,52.541278716,58.549744729,50.94690251,71.978890141,42.70195833,48.770594877,31.872642996,38.271724421,47.701077605,62.038787173,53.307696717,51.720863419,55.536169363,62.53770749,41.428477414,40.709826174,59.934047685,39.573685656,47.463032614,63.345759285,49.708360136,85.124199731,41.328141285,48.737229648,39.286915995,52.708416483,50.998150108,53.454170488,72.214457298,50.28858633,44.826056777,49.416191596,38.474117388,65.538119284,46.55457549,64.796836699
1983-08-31,55.994932873,84.665059638,58.321535465,65.121531638,43.521105329,44.981183274,45.35270478,45.129608506,59.883401124,49.932375893,51.981609013,55.472811649,43.634597164,50.346618502,52.787730698,58.482558787,51.336715066,72.344624958,43.190189234,48.848371887,32.377106866,38.254502191,47.594925409,62.04882878,53.820103679,51.892847594,55.66138635,62.532326307,41.955255999,41.016920411,60.335777903,40.147058072,47.797813198,64.54260419,49.663193871,85.184668897,41.163323329,48.903220202,39.777926928,52.942422495,51.404679503,53.804937311,72.429589016,50.301136393,45.211000923,49.90231849,38.189383016,66.441047107,46.500684607,64.429811502
1983-09-30,56.288980367,85.08620077,58.118284335,64.963977061,43.501719647,44.662058378,45.901461578,45.350104494,59.717752371,50.311186963,51.966960298,55.408320963,43.815261579,50.377584198,52.872202787,58.42394473,51.720952884,72.515661054,43.711528354,48.866595722,32.78175918,38.198376726,47.403374628,62.130209976,54.0709026,51.965002145,55.782007487,62.464921077,42.362616841,41.187710138,60.666022912,40.665673321,47.990735165,65.784456894,49.696622685,85.111577429,41.045205473,49.031355402,40.059885472,53.053884811,51.852692346,54.067854655,72.942365432,50.269392245,45.500698794,50.338942836,38.077662436,67.116839897,46.315169775,64.247103975
1983-10-31,56.527446022,85.349913161,58.071153235,64.680881782,43.500127984,44.399725529,46.280767837,45.616102825,59.606959007,50.539335465,51.883546344,55.338874556,43.921179336,50.384397745,52.799335335,58.505872339,52.026932157,72.51052992,44.251919595,48.959953432,33.173365953,38.091300618,47.170427032,62.228873126,54.055317461,51.991853941,55.927888398,62.412551448,42.67371122,41.338006266,60.850748761,41.291103526,48.170181276,66.985773643,49.757724962,84.970246472,40.989137555,49.325077816,40.141518325,53.090013389,52.34511751,54.172469969,73.456482619,50.180716368,45.743932847,50.479379856,38.164384361,67.596451657,46.082995765,64.263091824
1983-11-30,56.844221789,85.451546868,58.129571594,64.438252393,43.514980085,44.324568665,46.517042742,45.882625873,59.651608753,50.658234911,51.855338375,55.310447096,43.878924539,50.331820842,52.661530458,58.69188614,52.183745192,72.463208452,44.781761617,49.120419423,33.541234317,38.016630877,46.970209631,62.293056647,53.941771812,51.990736058,56.140881873,62.393227455,42.933627894,41.483794782,60.992794094,41.987125595,48.525023492,68.050872405,49.80861761,84.578579499,40.978249504,49.693407015,40.083721475,53.135303922,52.900353327,54.084243676,73.734735076,50.028339513,45.997205803,50.463412101,38.243124083,67.883226785,46.004038405,64.446794452
1983-12-31,57.278718586,85.407196273,58.332472734,64.288161907,43.577050494,44.4044821,46.730757414,46.089042084,59.750944262,50.778203876,51.912365336,55.304871899,43.750023784,50.232750066,52.469249428,58.879537478,52.248640994,72.472424734,45.292366786,49.280354004,33.932200317,38.100441608,46.869998582,62.381199652,53.790450683,51.965997979,56.399815384,62.38232851,43.200208882,41.679104297,61.184919446,42.515244089,48.983677877,68.919019936,49.848742376,83.973740389,40.955543821,49.836109385,39.957710135,53.25044724,53.536242063,53.809535819,73.737334324,49.829924359,46.279429371,50.545318045,38.276051362,67.962699896,46.121337511,64.650021681
1984-01-31,57.734781725,85.246927481,58.700347611,64.167491488,43.703596093,44.582197647,47.011910397,46.276243663,59.884516818,50.996538146,52.012942289,55.289028527,43.681348448,50.163799826,52.230663215,58.972969514,52.283675479,72.453909299,45.809192193,49.377548515,34.384454446,38.319238852,46.887215816,62.52423845,53.633203177,51.927908162,56.622085462,62.398170508,43.525803189,41.907111269,61.38415599,42.789680629,49.361826014,69.572153982,49.716774396,83.370317244,40.82583588,49.827053997,39.86462854,53.460380851,54.237355912,53.443317498,73.517246843,49.669707171,46.587194144,50.727681764,38.453161767,67.810052134,46.265080872,64.695636486
1984-02-29,58.092000556,85.013454954,59.212117144,64.088225778,43.836582377,44.785837627,47.398898809,46.507677247,59.983427939,51.304052154,52.110000193,55.256084512,43.789377698,50.203829822,52.024414296,58.948048808,52.254285786,72.289078879,46.360398119,49.529055821,34.859914023,38.446345021,46.993099488,62.635092446,53.613920667,51.882606241,56.764988595,62.447442078,43.930037824,42.160767001,61.450652897,43.002425237,49.668631113,70.01948636,49.479046867,82.922997809,40.608505196,49.922545187,39.929521573,53.725951925,54.94204314,53.141120462,73.428252619,49.585788381,46.902306697,50.970475795,38.833840343,67.398905153,46.350560137,64.530129929
1984-03-31,58.369556501,84.839303479,59.830194115,64.119919943,43.987809629,44.93127313,47.952512747,46.779730851,60.107939795,51.584064566,52.163290448,55.232499481,44.061338626,50.500138252,51.971678219,58.897345324,52.132196156,72.165467254,46.955302171,49.894012231,35.369273105,38.441582254,47.169357764,62.588784091,53.831532021,51.820564459,56.797993778,62.458758801,44.40385717,42.594913411,61.298267839,43.445779827,49.99052521,70.276567106,49.464467309,82.764186117,40.380155212,50.117983101,40.184686029,53.958918215,55.574116169,53.117830234,73.636850642,49.534572134,47.20909944,51.302344748,39.299188656,66.749518761,46.514735685,64.198033358
1984-04-30,58.684826927,84.926434987,60.46315496,64.20939977,44.183816183,45.063303553,48.671926426,47.080567691,60.475283261,51.797328216,52.181723055,55.253767885,44.453938286,51.044623018,52.082719487,58.963987591,51.978324591,72.313764923,47.621892585,50.423057105,35.953810051,38.467775818,47.446035306,62.317396534,54.268127839,51.736016159,56.731508168,62.364789108,44.990793921,43.205926677,61.068976544,44.187410601,50.380352531,70.364121603,49.769916615,82.859787889,40.154401861,50.316366526,40.553371551,54.08994718,56.0742482,53.165058978,74.017783953,49.510465562,47.531867739,51.634008446,39.655977463,65.948087538,46.86103706,63.794859692
1984-05-31,59.018353587,85.312498802,60.962994284,64.237666866,44.33722908,45.227573102,49.46487332,47.430404015,61.090679103,51.989822906,52.181375472,55.32978255,44.829167858,51.506694653,52.229626482,59.157161598,51.837456662,72.647671656,48.341279594,50.920857095,36.670167235,38.581848566,47.834036077,61.96592862,54.80423061,51.659612592,56.611486347,62.165667264,45.752952173,43.927817689,61.063959348,45.13126928,50.736341846,70.311988751,50.139507087,83.015226732,39.934275349,50.59721282,40.975433802,54.059662477,56.450595761,52.74558352,74.490551935,49.561450745,47.887300298,51.981728985,39.771131485,65.075470682,47.27079035,63.432888466
1984-06-30,59.276674215,85.77854729,61.272044615,64.201767403,44.418590699,45.363567459,50.215990227,47.825278133,61.586674969,52.133990403,52.141056209,55.479174356,45.02183765,51.607378442,52.356823776,59.390061699,51.794724173,72.885515659,48.991157145,51.27087621,37.493939902,38.676466982,48.230622426,61.86605542,55.282974996,51.606017921,56.460454826,61.881893918,46.597427222,44.751632572,61.401019166,46.151292234,50.89252972,70.179054027,50.251722227,83.026163474,39.728735954,51.02583852,41.401277595,53.843452422,56.764029745,51.986347137,75.012331181,49.730780199,48.220943887,52.476542895,39.803800672,64.204704197,47.577632766,63.155722471
1984-07-31,59.382850185,86.139984861,61.493695271,64.19380433,44.494108111,45.376272335,50.824737843,48.18914073,61.78995669,52.337223252,52.057101458,55.731955444,45.033932568,51.506982254,52.530511099,59.550504111,51.877143928,72.857078485,49.433528929,51.405563175,38.31788973,38.625582668,48.469338244,62.10320029,55.637425553,51.549192461,56.30602876,61.53829509,47.328389402,45.483539405,61.93758537,46.986090719,50.927614871,70.043262891,50.15312081,82.788826128,39.559860919,51.358282899,41.776717837,53.610120505,57.047364617,51.985691668,75.716894471,49.94768691,48.469122375,53.038326888,39.935961165,63.390205322,47.662729579,62.944445799
1984-08-31,59.224322528,86.394554558,61.639938851,64.313522054,44.619150935,45.289481864,51.216608069,48.466726978,61.742690762,52.786287101,51.947378981,56.070455059,44.917052442,51.459586332,52.692355615,59.589539131,51.963057173,72.625171238,49.638032826,51.364492949,39.029260456,38.434541649,48.553625306,62.418572664,55.945209899,51.48021775,56.154969021,61.201843805,47.834898357,45.855122861,62.478767831,47.484792692,51.011823668,69.917098875,50.00398947,82.424336355,39.596372823,51.582173841,42.101602597,53.492066935,57.293461113,52.953709313,76.215121268,50.086205381,48.624057364,53.298641599,40.1148681,62.657227309,47.518659584,62.782378204
1984-09-30,58.763222556,86.500971082,61.636118865,64.584789289,44.782728822,45.210177304,51.421194296,48.67631046,61.401706896,53.277935228,51.812195827,56.394251847,44.84802095,51.514890818,52.747595936,59.567060261,51.994133573,72.327891124,49.69628615,51.325341755,39.611693962,38.277441853,48.641834123,62.608200824,56.122058523,51.418436395,56.007312066,60.957088535,48.169188187,45.934331625,62.943264597,47.872256617,51.250054698,69.770580989,49.92103941,82.087000804,40.03555287,51.746264795,42.4021859,53.527974937,57.488903222,54.091434497,76.183755913,50.054456462,48.682381782,53.095299812,40.273024255,62.053608926,47.223431082,62.644346284
1984-10-31,58.086186984,86.269770409,61.598158327,64.955854091,44.91050789,45.210226831,51.590226842,48.851550166,60.759452353,53.503332085,51.701694758,56.532120912,44.909144212,51.750237607,52.734237679,59.546237339,51.973924598,71.922444122,49.712817767,51.41460003,40.177090829,38.328633205,48.807149121,62.676122114,56.053534466,51.379549606,55.91629934,60.813763486,48.45877796,46.102810059,63.313389074,48.342313547,51.701032266,69.624580429,49.879976657,81.679529418,40.803205529,51.741536474,42.721136903,53.755088887,57.632814055,55.018870913,76.12786808,49.897887012,48.673127204,52.806532253,40.39319554,61.639239352,46.834650319,62.473920948
1984-11-30,57.411939171,85.616554136,61.632437902,65.338242687,44.969911483,45.292649407,51.929424606,49.03520769,60.555587885,53.562940256,51.743056306,56.392087111,44.934570785,52.136809118,52.696290928,59.624146422,51.997165459,71.335461422,49.763436051,51.647758529,40.761795995,38.542691173,48.96672237,62.74568242,55.921523065,51.352833817,55.91740931,60.753280845,48.787203897,46.580620805,63.55768425,48.823333624,52.202672122,69.529938365,49.741814542,81.145490777,41.594021907,51.715606696,43.091593128,54.09563019,57.734420527,55.64281226,76.130784823,49.83026953,48.661538297,52.785412034,40.480045069,61.505051613,46.520221532,62.263098015
1984-12-31,57.033643723,84.692402554,61.647033104,65.641901604,45.043343622,45.418345542,52.575672814,49.298637199,61.055886452,53.68834024,51.941441843,56.055334249,44.900733909,52.456834059,52.612150259,59.83341216,52.231432446,70.759847824,49.923354445,51.965676037,41.413184958,38.827806431,49.019168051,63.019607909,55.902672666,51.325815031,55.955391045,60.813680418,49.199065336,47.175666078,63.652452883,49.342396056,52.542313217,69.531719714,49.638822453,80.747827992,41.995518554,51.788569259,43.482355452,54.480263589,57.791853518,55.996333159,75.971659142,49.96001007,48.713881636,53.032096334,40.616250082,61.731228642,46.450389548,62.12601167
1985-01-31,57.368943094,83.799878696,61.514735414,65.829609821,45.19696309,45.45805146,53.349666424,49.718127201,61.368324117,53.885764376,52.133220274,55.714327181,45.023880426,52.628417221,52.46209119,60.109375366,52.600287545,70.453209155,50.254459383,52.246102851,42.163401609,39.038814966,49.035250037,63.562913656,56.068054555,51.312906591,55.948142608,61.013567558,49.690334427,47.610890968,63.611615512,49.979716046,52.777114778,69.650525192,49.658900949,80.574229711,41.725521928,51.878310006,43.835295214,54.888947775,57.781410606,56.134063512,75.766224942,50.109687106,48.895779055,53.403895802,40.762903994,62.324025376,46.534163784,62.166459662
1985-02-28,58.288361581,83.212525735,61.264582259,65.823401714,45.410946659,45.320157435,54.081528599,50.260828724,61.378747453,53.837544522,52.193248182,55.550528196,45.293820893,52.735530789,52.313846124,60.351014991,52.92135382,70.53123916,50.752426016,52.416615246,42.953451092,39.070628606,49.118432764,64.252769578,56.454378165,51.343223249,55.887801954,61.316264459,50.308973733,47.953549194,63.526887243,50.63702016,53.098107026,69.836577509,49.78031528,80.420764183,41.064852449,51.933663958,44.169560708,55.248821406,57.682129993,56.186573777,75.696848891,50.127647627,49.240786377,53.714979037,40.791042542,63.173541938,46.714772371,62.357418773
1985-03-31,59.055330681,83.020262731,61.108157517,65.584169856,45.625777756,45.146198806,54.896235698,50.802422059,61.366366834,53.173059136,52.124393716,55.627732733,45.470305887,52.909293071,52.247943228,60.369785937,53.156015776,70.967908272,51.361072516,52.582939659,43.895418394,39.103720038,49.14362084,65.052304136,56.929964759,51.431053882,55.887174295,61.620042961,51.17387053,48.455806207,63.503743717,51.274194614,53.4819971,70.025762322,50.0098887,80.187342434,40.455949575,52.045278562,44.569275423,55.474866619,57.496840571,56.215777939,75.755820374,50.061238283,49.747789443,54.030338094,40.753756517,64.050511525,47.021312959,62.579878954
1985-04-30,59.442804076,83.177060416,61.145788653,65.260355452,45.757581221,45.088601245,55.815228323,51.282566004,61.241377625,52.808973987,51.980039866,55.897709534,45.505846402,53.193960498,52.31687936,60.044924086,53.307837805,71.49764281,52.023279715,52.880621092,45.083475663,39.281061374,48.838975636,65.90242705,57.335626891,51.531618712,56.002277922,61.723719277,52.254359102,49.206583431,63.669004302,51.880277439,53.835962047,70.195337591,50.326917868,79.863868759,40.029845432,52.399380605,45.080774797,55.656211226,57.256842721,56.259424707,75.866995311,49.937362398,50.373670252,54.454339936,40.753759285,64.724127634,47.359042579,62.708089584
1985-05-31,59.771851601,83.482793197,61.340635553,65.147603942,45.922708119,45.166857181,56.733814157,51.722092985,61.180366176,53.622527534,51.840326768,56.277131654,45.620128632,53.39972904,52.547289336,59.463554019,53.399389599,71.742783784,52.703553086,53.28313392,46.352206691,39.559100179,47.952903227,66.648207689,57.739452748,51.61372057,56.180979179,61.548226392,53.373410504,50.086262128,64.075227043,52.536963194,54.154695227,70.330575075,50.58612411,79.507938432,39.746006443,53.050642228,45.696112293,55.905890372,57.018013328,56.491402853,76.019383105,49.77886088,51.001150082,54.765369573,40.756782579,65.060223796,47.637886619,62.680135508
1985-06-30,60.235123143,83.553824045,61.635484006,65.496274903,46.299817406,45.289695532,57.588744308,52.069898888,61.088971434,54.760787804,51.777504435,56.665486508,45.915036386,53.338587994,52.916933723,58.915793132,53.405241495,71.568616189,53.351104724,53.679917054,47.633334532,39.857092937,46.692450368,67.185091822,58.176283085,51.720590972,56.377367594,61.29176787,54.451034915,50.958337631,64.509998418,53.497801697,54.429114543,70.413234733,50.592983338,79.296443991,39.559858919,53.856491585,46.349163654,56.200829049,56.847302087,56.921961213,76.096474297,49.696188359,51.539522092,54.981936558,40.773435546,64.990843599,47.822335529,62.510748961
1985-07-31,60.680729993,83.089143706,61.971360404,66.189203949,46.719781315,45.305687942,58.409158848,52.254307494,60.988317301,55.608264663,51.851047945,56.919445933,46.210465527,53.13324336,53.251094045,59.060459268,53.312922489,71.165627264,53.958605957,53.980151273,48.862853983,40.127153516,46.486183024,67.480393852,58.620401134,51.8767895,56.52807026,61.183485593,55.554381364,51.76151883,64.673833613,54.655469421,54.79324759,70.407734355,50.629612026,79.295650276,39.525824618,54.382090076,46.991272438,56.412205084,56.79189599,57.353070199,76.127956131,49.757202183,52.003927225,55.289551797,40.915570448,64.484269431,47.91606225,62.248482885
1985-08-31,60.903947222,82.211250198,62.316836718,66.845068697,47.042520419,45.051911946,59.274188229,52.395399857,61.362262247,56.171033594,52.130002563,56.96851005,46.558583072,53.024357797,53.362865639,59.830956645,53.350689997,70.72094308,54.618775809,54.133356289,49.873745421,40.287551683,47.795564325,67.515731929,58.991276495,52.089179657,56.614581065,61.291918056,56.754355058,52.514921238,64.607025965,55.510876906,55.200649667,70.288541597,50.920501123,79.230469226,39.631925426,54.465896075,47.680892031,56.584272934,56.856276099,57.715758125,76.372482571,49.900097776,52.407407803,55.610755944,41.136949647,63.613434189,47.856340349,61.950578559
1985-09-30,60.917613391,81.303047303,62.607455824,67.280608722,47.264671437,44.593154137,60.242046776,52.629487241,61.805105328,56.48722284,52.55017633,56.901691829,46.873908905,53.135800865,53.253521506,60.338065973,53.582858292,70.268490997,55.425547951,54.11540321,50.83903171,40.440505255,49.170921806,67.313668036,59.142022297,52.396476275,56.683487962,61.577231837,58.03299812,53.217002069,64.6097784,55.808175285,55.500461127,70.053192925,51.26162299,78.90216402,39.763278197,54.552894592,48.483619279,56.717233668,57.005353115,57.968769884,76.563284719,49.999585981,52.714381852,55.786443745,41.173931403,62.576032384,47.723892587,61.734662616
1985-10-31,61.052007398,80.65440084,62.757202364,67.518887684,47.327055432,44.482710149,61.224014032,52.984657554,61.867796378,56.668755037,52.946455889,56.855721483,47.001100448,53.369077353,53.078137168,60.383782556,53.810236261,69.788596715,56.327584883,54.167322066,51.975072902,40.687234312,49.810218105,67.014304485,59.199250599,52.828119865,56.73654221,61.91948876,59.199626578,53.998559736,64.821727546,56.164884236,55.662633611,69.750243032,51.380524095,78.247743895,39.876732788,54.866334278,49.383611025,56.763745243,57.184979062,58.09344922,76.436827704,50.008587682,52.932419803,55.780720134,41.034512845,61.668693614,47.666565648,61.698611904
1985-11-30,61.354214147,80.335767897,62.79052375,67.597649825,47.338042222,44.840763602,62.024637257,53.497525755,61.618299634,56.737357447,53.255448541,56.862257365,47.070016643,53.619585421,53.002253458,60.364037352,54.036113921,69.228269014,57.137602395,54.515067842,53.077211366,40.839831075,49.999751806,66.742748954,59.258710424,53.336992448,56.791359093,62.22979845,60.185155616,54.776740986,65.22210276,56.870289791,55.748736115,69.489610332,51.262440916,77.43599039,39.897004908,55.157044801,50.225710968,56.883979115,57.33684456,58.219899367,76.039145346,49.982653021,53.127115167,55.78046584,40.93486543,61.191215591,47.706857931,61.785067838
1985-12-31,61.563533922,80.211021433,62.868964842,67.588970372,47.409622993,45.277232333,62.665434381,54.107093657,61.411123478,56.906671895,53.512693328,56.841002494,47.150680434,53.870167214,53.079916584,60.365405951,54.207990741,68.883585152,57.737801763,54.943392808,53.976876256,40.908678248,50.083235463,66.629775743,59.284533561,53.839879422,56.864826723,62.512845082,61.152751138,55.40912069,65.65232168,57.790328462,55.831393913,69.378463201,51.285023655,76.963048036,39.669200459,55.367435683,50.916393959,57.072730578,57.416479058,58.465648232,75.64721884,49.950589667,53.355317326,55.870964838,40.985150251,61.256758526,47.864695015,61.825189864
1986-01-31,61.658456449,80.185227573,63.057438274,67.515379478,47.522907372,45.614002757,63.378724828,54.701616173,61.478087591,57.117601542,53.800752975,56.746519701,47.187906747,54.010694279,53.239694791,60.34470809,54.194047123,69.011634431,58.15234445,55.251545358,54.784991693,40.982639464,50.071928026,66.788510861,59.251570869,54.281155543,56.850698856,62.776433916,62.139170652,56.087721324,65.987590639,58.685155477,55.913605829,69.438886339,51.54839351,77.009677027,39.256583101,55.538298808,51.514485825,57.270758161,57.438986171,58.829814435,75.587131777,49.924275991,53.665878513,56.041244442,41.140986103,61.709135856,48.099548733,61.657606399
1986-02-28,61.89869486,80.242065163,63.388756154,67.4359626,47.797566788,45.815448729,64.438309831,55.272977752,61.922508379,57.241997879,54.181183058,56.639707806,47.307477418,54.08809339,53.360133629,60.515615787,54.193535664,69.42108773,58.489409763,55.471397419,55.663037927,41.090183762,49.730632157,67.160300538,59.214250172,54.620174089,56.730120041,63.048428666,63.087411616,56.897828647,66.262127472,59.475817271,56.078049266,69.61822442,51.921845661,77.334548726,38.818051372,55.749354788,52.074612225,57.465036223,57.432417561,59.237345628,75.514147939,49.943256716,54.079126868,56.385861645,41.243889383,62.29046279,48.332201529,61.262804753
1986-03-31,62.419242555,80.349602821,63.954842853,67.577634548,48.174701744,45.988727992,65.89066168,55.810841128,62.476371741,57.44154306,54.554158098,56.623064734,47.629501923,54.319853469,53.396910667,60.882979848,54.405847989,69.892876135,58.843969212,55.730491319,56.656728086,41.39451033,49.030087002,67.557467502,59.426211667,54.828904302,56.611210435,63.341408915,64.103692252,57.812487881,66.491876206,60.329769607,56.402100996,69.888979565,52.241662723,77.72374293,38.551318007,56.083339577,52.714032548,57.613202349,57.40205347,59.615003215,75.626641445,50.081381249,54.58169552,56.766787027,41.253276175,62.831742689,48.532064283,60.773824509
